context,mean_delta_across_values,left_context
пластмассы,0.3210568563008418,Ненужный коврик из твёрдой
повторили,0.04043544380617168,Что ты хочешь чтобы тебе
подвинул,0.04612333824845164,"Журналист взял карандаш,"
подруга,0.18255163879423716,У мамы есть
покрывало,0.6191614298324363,Отвернув цветастое
полный,0.2554675383117661,"У тебя впереди замечательный день,"
получает,0.336378943647687,Этот студент
пополнела,0.024540783605865136,"Она почти не изменилась, только слегка"
прежняя,0.02594948270412636,Перед ним снова была
пригрозили,0.052751072920485226,Когда родители
противник,0.051156257103100296,"Товарищ генерал,"
раритетных,0.21072759781521547,"Считается, что коллекционирование"
растяжение,0.2935389780450925,"Один футболист, который получил"
расходу,0.36298877115460443,Судя по огромному
реки,0.31731448138604806,"Город, раскинувшийся вдоль"
ремешок,0.007890212742208446,Под рукавом рубашки виднелся тонкий
розетки,0.06983305401613903,На вторичном рынке жилья
росли,0.1528071845134755,Телята быстро
рот,0.20911657940799314,Ваня раскрыл было
рубильник,0.21474582294049557,В мои обязанности входило утром включить
русалки,0.32279521106518555,И на берегу озера тогда появляются
рыбу,0.048691159108213415,"Наживка, на которую он ловил"
рыть,0.1578239892150646,"Не обнаружив ничего в досье, сыщики решили"
сгущенки,0.3041597825217936,Когда мне хотелось
семья,0.15712700899402235,"Взяв с собой фотоаппарат, вся"
снег,0.15957627807561,Мне было лень идти на стоянку и сметать
собака,0.24420069609215286,От смерти его спасла
сонату,0.16390823681343814,"По воскресеньям музыканты, исполнявшие"
сора,0.1504545233111093,Он умел из любого
соринку,0.29767562589036883,Если я еще увижу здесь хоть
союзу,0.2745465774075824,Количество денег в обороте выросло благодаря
спать,0.22143822332335547,Он стал плохо
специалист,0.2215182308183378,Работы выполняет
спокойный,0.22937961427127185,"Зачем ему звонить, если откликается"
стога,0.38837836083411476,"Я слезал, щупал"
стоимостью,0.303478722890057,Шею Лизы украшало ожерелье
страницы,0.4783513861725279,Этот роман захватывает читателя с первой
страшных,0.24306259304508057,Автор принадлежит к числу последних свидетелей
сук,0.08449748544413832,В темноте Иван задел острый
талый,0.30682901002332197,"Олень бродил среди берёз, жевал"
телефон,0.16604439916116379,Причиной аварии был мобильный
техосмотра,0.30929454569425635,После завершения
тонким,0.1328731379443707,Чтобы придать объем
трепало,0.6117915330541629,В лесу ветром
углу,0.08817816074725338,В каждом
узкой,0.6237506118374135,Власть судов была такой
узнал,0.2751505783474661,Володя каким-то образом
уйма,0.14251477624955586,За два года накопилась
урон,0.5180808460945947,"Думаю, большой"
урчала,0.16409593949689355,"Елена сидела в кресле, молодая Мурка"
ускользать,0.040217662670757236,От внимания наблюдателя не должна
установить,0.24153434448811495,Государством предлагается
ухо,0.28067377972060414,"Сделав мне знак помолчать, он приложил"
фарш,0.26655155516460755,"Она успевала убраться, разморозить"
фен,0.2937580973100033,"Что используют для этой прически,"
хаки,0.204335233895771,"Выбирая вязаную шапочку, знайте, что лучше шапка цвета"
хмурила,0.3295754572479312,Она с досадой
центре,0.14180175437644416,"Зоопарк ― это кусочек другого мира, находящийся в самом"
шаг,0.3047259221916145,Я сделала
шлейф,0.19627239569927266,За министром труда тянется целый
штатив,0.004035280359527399,Мы установили камеру на новый
юлин,0.3695643359113572,Ей хотелось выплеснуть чай на бежевый
юный,0.048954078078489095,На привале у озера
ярых,0.3895194251199287,"Покуда я нахожусь у власти, я буду предметом"
